Date,Months,Year,Product,Brand,Size,Quantity Sold,Unit Price(in Rupees),Margin (%),Profit(in Rupees),Net Profit(in Rupees),Total Revenue(in Rupees),Tax (GST % ),Tax Amount(in Rupees),Net Tax,Stock Availability,Dealer Location
29-01-2023,January,2023,Flats,Paragon,6,38,2773,0.4,1109,42144,63216,0.12,333,12643,98,Pune
29-01-2023,January,2023,Sandals,Paragon,9,42,877,0.4,351,14736,22104,0.12,105,4421,165,Delhi
29-01-2023,January,2023,Sneakers,Bata,10,15,3018,0.3,905,13582,31691,0.12,362,5433,60,Delhi
29-01-2023,January,2023,Boots,Paragon,8,38,1810,0.4,724,27515,41272,0.12,217,8254,90,Pune
29-01-2023,January,2023,Sandals,Bata,8,34,2635,0.3,791,26878,62715,0.12,316,10751,63,Mumbai
29-01-2023,January,2023,Flats,Paragon,10,31,665,0.4,266,8243,12365,0.12,80,2473,192,Delhi
30-01-2023,January,2023,Sandals,Sketchers,10,48,5430,0.25,1357,65157,195471,0.12,652,31275,70,Mumbai
30-01-2023,January,2023,Flats,Paragon,7,32,1276,0.4,510,16327,24491,0.12,153,4898,9,Pune
30-01-2023,January,2023,Sneakers,Paragon,10,15,1274,0.4,510,7644,11466,0.12,153,2293,134,Mumbai
30-01-2023,January,2023,Heels,Adidas,10,43,2748,0.15,412,17722,100426,0.12,330,14178,158,Pune
30-01-2023,January,2023,Flats,Bata,6,33,2235,0.3,671,22131,51639,0.12,268,8853,137,Delhi
30-01-2023,January,2023,Flats,Liberty,7,24,3000,0.4,1200,28800,43199,0.12,360,8640,69,Delhi
30-01-2023,January,2023,Sandals,Nike,9,44,13021,0.15,1953,85942,487002,0.12,1563,68753,59,Pune
31-01-2023,January,2023,Sandals,Metro,9,18,3389,0.3,1017,18301,42701,0.12,407,7320,91,Delhi
31-01-2023,January,2023,Sneakers,Paragon,11,49,2523,0.4,1009,49443,74165,0.12,303,14833,162,Delhi
31-01-2023,January,2023,Sneakers,Bata,8,25,4878,0.3,1464,36588,85371,0.12,585,14635,122,Pune
31-01-2023,January,2023,Flats,Paragon,8,24,1835,0.4,734,17616,26424,0.12,220,5285,170,Mumbai
31-01-2023,January,2023,Heels,Adidas,8,46,9876,0.15,1481,68141,386133,0.12,1185,54513,122,Haryana
31-01-2023,January,2023,Flats,Bata,9,43,2675,0.3,802,34503,80507,0.12,321,13801,101,Delhi
31-01-2023,January,2023,Flats,Paragon,7,26,630,0.4,252,6557,9835,0.12,76,1967,145,Haryana
31-01-2023,January,2023,Flats,Nike,10,43,13214,0.15,1982,85230,482971,0.12,1586,68184,71,Mumbai
31-01-2023,January,2023,Flats,Adidas,8,38,9242,0.15,1386,52682,298531,0.12,1109,42145,161,Delhi
01-02-2023,February,2023,Boots,Bata,8,11,2660,0.3,798,8777,20479,0.12,319,3511,178,Mumbai
01-02-2023,February,2023,Sandals,Puma,8,15,3562,0.2,712,10686,42744,0.12,427,6412,131,Delhi
01-02-2023,February,2023,Sneakers,Paragon,10,31,2478,0.4,991,30733,46099,0.12,297,9220,9,Delhi
01-02-2023,February,2023,Sandals,Liberty,10,18,2397,0.4,959,17259,25889,0.12,288,5178,164,Haryana
02-02-2023,February,2023,Sneakers,Nike,6,26,5588,0.15,838,21793,123492,0.12,671,17434,5,Delhi
02-02-2023,February,2023,Flats,Paragon,9,37,778,0.4,311,11514,17271,0.12,93,3454,110,Mumbai
02-02-2023,February,2023,Sandals,Nike,6,25,8038,0.15,1206,30142,170806,0.12,965,24114,167,Pune
02-02-2023,February,2023,Sneakers,Nike,9,48,9433,0.15,1415,67915,384852,0.12,1132,54332,181,Pune
02-02-2023,February,2023,Flats,Puma,10,19,3102,0.2,620,11788,47150,0.12,372,7073,140,Delhi
02-02-2023,February,2023,Boots,Paragon,8,21,2161,0.4,864,18152,27228,0.12,259,5446,184,Delhi
02-02-2023,February,2023,Sandals,Nike,9,44,9088,0.15,1363,59980,339889,0.12,1091,47984,191,Pune
02-02-2023,February,2023,Sneakers,Bata,9,12,3543,0.3,1063,12754,29759,0.12,425,5101,114,Mumbai
03-02-2023,February,2023,Sneakers,Bata,6,32,1964,0.3,589,18859,44005,0.12,236,7544,76,Pune
03-02-2023,February,2023,Flats,Paragon,10,31,834,0.4,333,10336,15503,0.12,100,3101,189,Mumbai
03-02-2023,February,2023,Sandals,Paragon,7,39,2952,0.4,1181,46052,69078,0.12,354,13816,96,Haryana
03-02-2023,February,2023,Flats,Adidas,6,39,2296,0.15,344,13431,76108,0.12,276,10744,61,Delhi
03-02-2023,February,2023,Flats,Adidas,6,30,9467,0.15,1420,42602,241408,0.12,1136,34081,151,Pune
03-02-2023,February,2023,Heels,Paragon,9,26,592,0.4,237,6152,9228,0.12,71,1846,98,Pune
03-02-2023,February,2023,Sandals,Bata,11,13,4463,0.3,1339,17406,40615,0.12,536,6963,119,Mumbai
03-02-2023,February,2023,Sneakers,Bata,8,35,3973,0.3,1192,41719,97344,0.12,477,16688,136,Mumbai
03-02-2023,February,2023,Sneakers,Liberty,10,41,1418,0.4,567,23261,34892,0.12,170,6978,118,Pune
03-02-2023,February,2023,Flats,Nike,10,37,3947,0.15,592,21907,124137,0.12,474,17525,96,Pune
04-02-2023,February,2023,Sandals,Bata,7,15,2312,0.3,694,10402,24273,0.12,277,4161,128,Mumbai
04-02-2023,February,2023,Sandals,Paragon,10,37,917,0.4,367,13566,20349,0.12,110,4070,139,Haryana
04-02-2023,February,2023,Sandals,Nike,10,32,10378,0.15,1557,49815,282288,0.12,1245,39852,120,Haryana
04-02-2023,February,2023,Flats,Nike,6,50,7875,0.15,1181,59059,334667,0.12,945,47247,90,Pune
04-02-2023,February,2023,Sneakers,Adidas,9,38,2278,0.15,342,12987,73592,0.12,273,10390,110,Delhi
04-02-2023,February,2023,Flats,Paragon,8,33,1457,0.4,583,19234,28851,0.12,175,5770,58,Pune
04-02-2023,February,2023,Flats,Adidas,10,38,9591,0.15,1439,54666,309776,0.12,1151,43733,163,Mumbai
04-02-2023,February,2023,Flats,Nike,9,18,9354,0.15,1403,25255,143109,0.12,1122,20204,130,Mumbai
04-02-2023,February,2023,Flats,Sketchers,7,17,1617,0.25,404,6871,20612,0.12,194,3298,177,Delhi
04-02-2023,February,2023,Flats,Bata,9,17,2047,0.3,614,10440,24361,0.12,246,4176,9,Delhi
04-02-2023,February,2023,Boots,Paragon,8,41,1000,0.4,400,16407,24611,0.12,120,4922,68,Delhi
04-02-2023,February,2023,Sandals,Adidas,10,38,9978,0.15,1497,56875,322292,0.12,1197,45500,131,Pune
05-02-2023,February,2023,Sandals,Paragon,6,45,1855,0.4,742,33398,50097,0.12,223,10019,90,Mumbai
05-02-2023,February,2023,Flats,Paragon,10,50,935,0.4,374,18704,28057,0.12,112,5612,180,Mumbai
05-02-2023,February,2023,Boots,Nike,7,18,5841,0.15,876,15770,89365,0.12,701,12616,56,Haryana
05-02-2023,February,2023,Sandals,Paragon,9,33,1669,0.4,667,22024,33037,0.12,200,6607,83,Pune
05-02-2023,February,2023,Flats,Nike,6,29,7778,0.15,1167,33834,191726,0.12,933,27067,172,Mumbai
05-02-2023,February,2023,Flats,Bata,11,36,4293,0.3,1288,46368,108193,0.12,515,18547,82,Delhi
05-02-2023,February,2023,Sandals,Paragon,6,38,1665,0.4,666,25302,37952,0.12,200,7590,138,Pune
05-02-2023,February,2023,Sneakers,Metro,9,50,3351,0.3,1005,50267,117290,0.12,402,20107,83,Mumbai
05-02-2023,February,2023,Sandals,Woodland,6,17,5109,0.2,1022,17369,69477,0.12,613,10422,92,Mumbai
05-02-2023,February,2023,Sneakers,Bata,10,24,2384,0.3,715,17166,40053,0.12,286,6866,122,Pune
05-02-2023,February,2023,Heels,Nike,8,22,10621,0.15,1593,35048,198607,0.12,1274,28039,120,Pune
05-02-2023,February,2023,Sneakers,Paragon,8,49,1834,0.4,733,35941,53911,0.12,220,10782,93,Pune
05-02-2023,February,2023,Flats,Paragon,7,20,2147,0.4,859,17175,25762,0.12,258,5152,136,Mumbai
05-02-2023,February,2023,Heels,Paragon,6,11,703,0.4,281,3093,4640,0.12,84,928,197,Pune
06-02-2023,February,2023,Flats,Adidas,11,46,5333,0.15,800,36795,208508,0.12,640,29436,57,Pune
06-02-2023,February,2023,Sandals,Paragon,9,28,2105,0.4,842,23573,35360,0.12,253,7072,173,Mumbai
06-02-2023,February,2023,Boots,Paragon,8,29,1634,0.4,654,18953,28429,0.12,196,5686,65,Mumbai
06-02-2023,February,2023,Sneakers,Bata,8,40,2858,0.3,857,34293,80018,0.12,343,13717,86,Mumbai
06-02-2023,February,2023,Sandals,Paragon,8,32,2938,0.4,1175,37612,56418,0.12,353,11284,144,Delhi
06-02-2023,February,2023,Flats,Paragon,7,30,1104,0.4,442,13252,19878,0.12,133,3976,118,Delhi
07-02-2023,February,2023,Boots,Adidas,7,13,4322,0.15,648,8427,47755,0.12,519,6742,157,Mumbai
07-02-2023,February,2023,Boots,Adidas,8,46,7769,0.15,1165,53606,303769,0.12,932,42885,90,Delhi
07-02-2023,February,2023,Sandals,Woodland,8,41,7274,0.2,1455,59650,238602,0.12,873,35790,55,Haryana
07-02-2023,February,2023,Sneakers,Bata,9,39,4867,0.3,1460,56941,132862,0.12,584,22776,199,Delhi
07-02-2023,February,2023,Sandals,Nike,6,28,8939,0.15,1341,37543,212742,0.12,1073,30034,170,Pune
07-02-2023,February,2023,Sandals,Paragon,6,16,1577,0.4,631,10095,15142,0.12,189,3028,143,Delhi
07-02-2023,February,2023,Flats,Bata,8,12,2602,0.3,781,9368,21860,0.12,312,3747,95,Pune
07-02-2023,February,2023,Boots,Bata,9,28,1294,0.3,388,10871,25365,0.12,155,4348,165,Pune
08-02-2023,February,2023,Sandals,Paragon,10,49,797,0.4,319,15622,23433,0.12,96,4686,150,Delhi
08-02-2023,February,2023,Sandals,Bata,9,33,4020,0.3,1206,39797,92859,0.12,482,15919,180,Delhi
08-02-2023,February,2023,Sandals,Woodland,6,12,2233,0.2,447,5360,21441,0.12,268,3216,135,Mumbai
08-02-2023,February,2023,Flats,Liberty,9,39,872,0.4,349,13609,20413,0.12,105,4083,85,Pune
08-02-2023,February,2023,Sandals,Paragon,8,20,1482,0.4,593,11859,17789,0.12,178,3558,126,Pune
08-02-2023,February,2023,Flats,Bata,9,42,3129,0.3,939,39430,92003,0.12,376,15772,194,Mumbai
08-02-2023,February,2023,Sandals,Liberty,6,33,1328,0.4,531,17531,26296,0.12,159,5259,156,Delhi
08-02-2023,February,2023,Flats,Reebok,10,50,2160,0.2,432,21599,86395,0.12,259,12960,117,Haryana
09-02-2023,February,2023,Flats,Puma,10,13,4709,0.2,942,12244,48978,0.12,565,7347,184,Delhi
09-02-2023,February,2023,Flats,Paragon,9,34,869,0.4,348,11825,17736,0.12,104,3547,112,Pune
09-02-2023,February,2023,Sneakers,Paragon,10,17,977,0.4,391,6643,9965,0.12,117,1993,130,Haryana
09-02-2023,February,2023,Sandals,Adidas,8,23,5283,0.15,792,18226,103283,0.12,634,14581,170,Mumbai
09-02-2023,February,2023,Heels,Paragon,10,13,2264,0.4,906,11775,17663,0.12,272,3532,103,Pune
09-02-2023,February,2023,Flats,Bata,10,40,3102,0.3,931,37223,86854,0.12,372,14889,94,Mumbai
09-02-2023,February,2023,Sandals,Paragon,8,44,1386,0.4,554,24389,36583,0.12,166,7317,117,Mumbai
09-02-2023,February,2023,Flats,Liberty,7,25,1198,0.4,479,11975,17963,0.12,144,3592,107,Mumbai
10-02-2023,February,2023,Flats,Reebok,10,23,6141,0.2,1228,28251,113002,0.12,737,16950,131,Haryana
10-02-2023,February,2023,Sandals,Bata,9,27,2151,0.3,645,17424,40657,0.12,258,6970,189,Pune
10-02-2023,February,2023,Sandals,Bata,8,19,2162,0.3,649,12322,28752,0.12,259,4929,70,Mumbai
10-02-2023,February,2023,Sandals,Bata,10,26,3989,0.3,1197,31117,72606,0.12,479,12447,101,Delhi
10-02-2023,February,2023,Heels,Paragon,8,45,2240,0.4,896,40328,60492,0.12,269,12098,77,Delhi
10-02-2023,February,2023,Flats,Paragon,9,25,1106,0.4,442,11062,16592,0.12,133,3318,185,Pune
10-02-2023,February,2023,Boots,Paragon,7,13,750,0.4,300,3903,5854,0.12,90,1171,170,Mumbai
10-02-2023,February,2023,Sneakers,Paragon,11,18,513,0.4,205,3693,5540,0.12,62,1108,90,Pune
10-02-2023,February,2023,Sandals,Paragon,9,40,2126,0.4,851,34022,51032,0.12,255,10206,123,Mumbai
11-02-2023,February,2023,Sandals,Paragon,6,15,2131,0.4,852,12784,19177,0.12,256,3835,186,Delhi
11-02-2023,February,2023,Flats,Paragon,6,21,1545,0.4,618,12975,19463,0.12,185,3893,59,Delhi
11-02-2023,February,2023,Heels,Bata,9,21,4746,0.3,1424,29903,69772,0.12,570,11961,59,Mumbai
11-02-2023,February,2023,Sneakers,Reebok,9,48,2644,0.2,529,25380,101522,0.12,317,15228,122,Mumbai
11-02-2023,February,2023,Sandals,Paragon,9,43,1735,0.4,694,29838,44757,0.12,208,8951,179,Delhi
11-02-2023,February,2023,Sandals,Sketchers,7,17,2988,0.25,747,12699,38098,0.12,359,6096,167,Mumbai
11-02-2023,February,2023,Flats,Sketchers,10,21,1563,0.25,391,8208,24623,0.12,188,3940,125,Mumbai
11-02-2023,February,2023,Flats,Paragon,11,22,939,0.4,376,8261,12391,0.12,113,2478,153,Pune
11-02-2023,February,2023,Heels,Bata,9,30,1347,0.3,404,12123,28286,0.12,162,4849,74,Pune
11-02-2023,February,2023,Sneakers,Adidas,9,30,9487,0.15,1423,42690,241908,0.12,1138,34152,116,Delhi
11-02-2023,February,2023,Sandals,Puma,8,27,6747,0.2,1349,36435,145739,0.12,810,21861,199,Mumbai
12-02-2023,February,2023,Flats,Nike,8,33,11313,0.15,1697,56000,317336,0.12,1358,44800,80,Delhi
12-02-2023,February,2023,Sandals,Reebok,7,35,6116,0.2,1223,42815,171260,0.12,734,25689,129,Mumbai
12-02-2023,February,2023,Flats,Nike,10,28,7411,0.15,1112,31124,176371,0.12,889,24899,106,Delhi
12-02-2023,February,2023,Sneakers,Liberty,7,39,2369,0.4,948,36962,55442,0.12,284,11088,145,Pune
12-02-2023,February,2023,Sandals,Paragon,9,40,2393,0.4,957,38294,57441,0.12,287,11488,105,Pune
12-02-2023,February,2023,Flats,Puma,10,48,6302,0.2,1260,60502,242006,0.12,756,36301,184,Delhi
12-02-2023,February,2023,Sandals,Woodland,10,33,2469,0.2,494,16293,65172,0.12,296,9776,78,Pune
12-02-2023,February,2023,Sneakers,Paragon,9,22,1932,0.4,773,16999,25499,0.12,232,5100,92,Delhi
12-02-2023,February,2023,Sandals,Woodland,8,17,6082,0.2,1216,20678,82712,0.12,730,12407,199,Mumbai
12-02-2023,February,2023,Sandals,Nike,9,38,12704,0.15,1906,72415,410349,0.12,1525,57932,83,Haryana
12-02-2023,February,2023,Flats,Bata,8,46,1231,0.3,369,16987,39636,0.12,148,6795,128,Haryana
12-02-2023,February,2023,Flats,Nike,8,26,12797,0.15,1920,49910,282823,0.12,1536,39928,105,Mumbai
12-02-2023,February,2023,Flats,Nike,6,37,7134,0.15,1070,39596,224375,0.12,856,31676,188,Delhi
12-02-2023,February,2023,Sneakers,Nike,9,12,6445,0.15,967,11601,65740,0.12,773,9281,84,Delhi
13-02-2023,February,2023,Sandals,Bata,8,34,2503,0.3,751,25526,59562,0.12,300,10211,188,Pune
13-02-2023,February,2023,Sneakers,Paragon,8,17,946,0.4,378,6434,9651,0.12,114,1930,5,Pune
13-02-2023,February,2023,Flats,Adidas,10,24,8679,0.15,1302,31243,177043,0.12,1041,24994,55,Mumbai
13-02-2023,February,2023,Sandals,Bata,10,44,2697,0.3,809,35594,83053,0.12,324,14238,108,Mumbai
13-02-2023,February,2023,Boots,Bata,8,19,2103,0.3,631,11985,27965,0.12,252,4794,78,Mumbai
13-02-2023,February,2023,Sneakers,Paragon,8,49,2415,0.4,966,47336,71005,0.12,290,14201,111,Delhi
13-02-2023,February,2023,Boots,Nike,7,48,3403,0.15,510,24501,138839,0.12,408,19601,62,Pune
14-02-2023,February,2023,Flats,Nike,8,38,5812,0.15,872,33129,187730,0.12,697,26503,64,Delhi
14-02-2023,February,2023,Sneakers,Woodland,8,24,6895,0.2,1379,33095,132379,0.12,827,19857,197,Mumbai
14-02-2023,February,2023,Sandals,Paragon,9,30,1092,0.4,437,13107,19661,0.12,131,3932,183,Delhi
14-02-2023,February,2023,Boots,Bata,8,27,1244,0.3,373,10075,23508,0.12,149,4030,94,Pune
14-02-2023,February,2023,Flats,Paragon,8,45,1739,0.4,696,31303,46954,0.12,209,9391,147,Mumbai
14-02-2023,February,2023,Flats,Woodland,8,36,4450,0.2,890,32037,128147,0.12,534,19222,146,Mumbai
14-02-2023,February,2023,Sneakers,Metro,9,40,1964,0.3,589,23566,54988,0.12,236,9426,126,Delhi
15-02-2023,February,2023,Flats,Bata,6,45,2651,0.3,795,35784,83498,0.12,318,14314,192,Haryana
15-02-2023,February,2023,Flats,Adidas,8,25,4040,0.15,606,15150,85849,0.12,485,12120,70,Mumbai
15-02-2023,February,2023,Sandals,Bata,6,44,3898,0.3,1170,51458,120069,0.12,468,20583,63,Delhi
15-02-2023,February,2023,Sandals,Bata,10,48,3412,0.3,1024,49128,114633,0.12,409,19651,98,Delhi
15-02-2023,February,2023,Flats,Metro,9,45,1868,0.3,560,25219,58844,0.12,224,10088,135,Delhi
16-02-2023,February,2023,Sneakers,Adidas,7,17,7975,0.15,1196,20336,115239,0.12,957,16269,172,Mumbai
16-02-2023,February,2023,Boots,Paragon,9,23,1492,0.4,597,13722,20584,0.12,179,4117,191,Delhi
16-02-2023,February,2023,Sandals,Metro,8,34,2865,0.3,860,29223,68187,0.12,344,11689,9,Pune
16-02-2023,February,2023,Sandals,Sketchers,8,42,5473,0.25,1368,57463,172389,0.12,657,27582,75,Haryana
16-02-2023,February,2023,Flats,Paragon,9,30,2786,0.4,1114,33430,50145,0.12,334,10029,130,Mumbai
16-02-2023,February,2023,Sandals,Nike,9,24,11895,0.15,1784,42822,242659,0.12,1427,34258,116,Delhi
17-02-2023,February,2023,Flats,Paragon,10,36,1238,0.4,495,17827,26740,0.12,149,5348,134,Delhi
17-02-2023,February,2023,Boots,Bata,9,25,2997,0.3,899,22479,52451,0.12,360,8992,136,Pune
17-02-2023,February,2023,Sandals,Metro,9,41,2843,0.3,853,34973,81603,0.12,341,13989,140,Mumbai
17-02-2023,February,2023,Sneakers,Adidas,10,44,5907,0.15,886,38983,220904,0.12,709,31186,65,Pune
17-02-2023,February,2023,Flats,Nike,6,13,12172,0.15,1826,23736,134501,0.12,1461,18988,85,Haryana
17-02-2023,February,2023,Heels,Paragon,7,14,2268,0.4,907,12700,19050,0.12,272,3810,105,Delhi
17-02-2023,February,2023,Flats,Bata,8,13,3471,0.3,1041,13538,31589,0.12,417,5415,173,Pune
17-02-2023,February,2023,Flats,Liberty,6,10,1831,0.4,732,7322,10983,0.12,220,2197,53,Haryana
17-02-2023,February,2023,Sneakers,Woodland,10,27,5214,0.2,1043,28158,112632,0.12,626,16895,54,Mumbai
17-02-2023,February,2023,Flats,Paragon,10,37,2515,0.4,1006,37228,55842,0.12,302,11168,77,Delhi
18-02-2023,February,2023,Flats,Adidas,7,22,6958,0.15,1044,22962,130119,0.12,835,18370,140,Delhi
18-02-2023,February,2023,Sandals,Bata,6,33,4837,0.3,1451,47888,111739,0.12,580,19155,194,Haryana
18-02-2023,February,2023,Boots,Paragon,7,29,2210,0.4,884,25637,38456,0.12,265,7691,58,Delhi
18-02-2023,February,2023,Sneakers,Bata,8,34,3211,0.3,963,32750,76417,0.12,385,13100,52,Delhi
18-02-2023,February,2023,Flats,Adidas,6,41,8763,0.15,1314,53890,305378,0.12,1052,43112,134,Pune
18-02-2023,February,2023,Flats,Nike,9,12,5757,0.15,864,10363,58723,0.12,691,8290,195,Mumbai
18-02-2023,February,2023,Sandals,Sketchers,6,14,4580,0.25,1145,16030,48089,0.12,550,7694,189,Delhi
18-02-2023,February,2023,Flats,Paragon,6,21,2822,0.4,1129,23704,35556,0.12,339,7111,54,Mumbai
18-02-2023,February,2023,Boots,Paragon,7,35,2822,0.4,1129,39511,59266,0.12,339,11853,91,Mumbai
18-02-2023,February,2023,Flats,Puma,9,34,5224,0.2,1045,35521,142084,0.12,627,21313,134,Pune
19-02-2023,February,2023,Flats,Paragon,7,15,1752,0.4,701,10512,15768,0.12,210,3154,63,Mumbai
19-02-2023,February,2023,Sneakers,Bata,7,14,2362,0.3,709,9922,23151,0.12,283,3969,7,Mumbai
19-02-2023,February,2023,Flats,Bata,6,50,2093,0.3,628,31400,73266,0.12,251,12560,175,Haryana
19-02-2023,February,2023,Boots,Bata,9,34,2727,0.3,818,27819,64912,0.12,327,11128,199,Pune
19-02-2023,February,2023,Flats,Bata,6,49,2182,0.3,654,32069,74826,0.12,262,12827,68,Delhi
19-02-2023,February,2023,Sneakers,Sketchers,7,34,4703,0.25,1176,39972,119915,0.12,564,19187,89,Pune
19-02-2023,February,2023,Flats,Bata,8,33,1426,0.3,428,14119,32945,0.12,171,5648,128,Delhi
19-02-2023,February,2023,Sandals,Bata,11,27,1409,0.3,423,11412,26629,0.12,169,4565,97,Delhi
19-02-2023,February,2023,Sandals,Bata,9,45,3050,0.3,915,41172,96067,0.12,366,16469,56,Delhi
19-02-2023,February,2023,Sneakers,Bata,9,15,3388,0.3,1016,15245,35571,0.12,407,6098,148,Mumbai
19-02-2023,February,2023,Sneakers,Reebok,8,34,6675,0.2,1335,45390,181560,0.12,801,27234,193,Mumbai
19-02-2023,February,2023,Boots,Paragon,9,20,2213,0.4,885,17706,26559,0.12,266,5312,85,Delhi
19-02-2023,February,2023,Sandals,Reebok,8,41,2876,0.2,575,23580,94320,0.12,345,14148,161,Delhi
20-02-2023,February,2023,Sandals,Reebok,9,14,4167,0.2,833,11667,46668,0.12,500,7000,176,Delhi
20-02-2023,February,2023,Flats,Paragon,7,39,767,0.4,307,11972,17958,0.12,92,3592,51,Mumbai
20-02-2023,February,2023,Sandals,Bata,9,34,4216,0.3,1265,43006,100348,0.12,506,17203,162,Mumbai
20-02-2023,February,2023,Sandals,Bata,10,48,1544,0.3,463,22241,51895,0.12,185,8896,101,Mumbai
20-02-2023,February,2023,Sandals,Bata,7,35,4875,0.3,1462,51186,119435,0.12,585,20475,175,Mumbai
20-02-2023,February,2023,Flats,Puma,8,34,3042,0.2,608,20683,82733,0.12,365,12410,143,Mumbai
21-02-2023,February,2023,Flats,Adidas,9,44,3439,0.15,516,22700,128634,0.12,413,18160,190,Mumbai
21-02-2023,February,2023,Sneakers,Paragon,8,23,1596,0.4,638,14685,22027,0.12,192,4405,67,Mumbai
21-02-2023,February,2023,Heels,Bata,10,41,1557,0.3,467,19148,44678,0.12,187,7659,111,Mumbai
21-02-2023,February,2023,Sandals,Paragon,7,37,2473,0.4,989,36596,54894,0.12,297,10979,164,Delhi
21-02-2023,February,2023,Flats,Liberty,9,35,1836,0.4,734,25703,38554,0.12,220,7711,157,Mumbai
21-02-2023,February,2023,Flats,Nike,8,44,10126,0.15,1519,66831,378706,0.12,1215,53464,77,Delhi
21-02-2023,February,2023,Flats,Puma,10,32,2415,0.2,483,15455,61820,0.12,290,9273,61,Pune
22-02-2023,February,2023,Flats,Paragon,10,35,2917,0.4,1167,40838,61258,0.12,350,12251,160,Mumbai
22-02-2023,February,2023,Sneakers,Nike,7,26,5664,0.15,850,22090,125175,0.12,680,17672,182,Mumbai
22-02-2023,February,2023,Flats,Paragon,10,46,1053,0.4,421,19367,29051,0.12,126,5810,150,Mumbai
22-02-2023,February,2023,Sandals,Metro,10,47,3762,0.3,1129,53041,123761,0.12,451,21216,138,Delhi
22-02-2023,February,2023,Sneakers,Liberty,7,28,1540,0.4,616,17247,25871,0.12,185,5174,79,Delhi
22-02-2023,February,2023,Heels,Paragon,7,32,1280,0.4,512,16380,24571,0.12,154,4914,84,Haryana
22-02-2023,February,2023,Flats,Liberty,8,40,744,0.4,298,11905,17858,0.12,89,3572,165,Mumbai
22-02-2023,February,2023,Sandals,Nike,8,12,12722,0.15,1908,22900,129767,0.12,1527,18320,55,Delhi
23-02-2023,February,2023,Flats,Nike,10,20,14159,0.15,2124,42477,240704,0.12,1699,33982,112,Mumbai
23-02-2023,February,2023,Flats,Adidas,9,20,4648,0.15,697,13944,79015,0.12,558,11155,168,Haryana
23-02-2023,February,2023,Boots,Bata,10,21,1746,0.3,524,10997,25660,0.12,209,4399,160,Pune
23-02-2023,February,2023,Sandals,Nike,10,49,13597,0.15,2040,99939,566322,0.12,1632,79951,159,Haryana
23-02-2023,February,2023,Sandals,Nike,10,23,5469,0.15,820,18869,106927,0.12,656,15096,66,Mumbai
23-02-2023,February,2023,Flats,Nike,9,21,7390,0.15,1108,23277,131903,0.12,887,18622,167,Delhi
24-02-2023,February,2023,Sandals,Paragon,9,43,2915,0.4,1166,50135,75201,0.12,350,15040,149,Mumbai
24-02-2023,February,2023,Flats,Bata,9,17,2392,0.3,718,12198,28461,0.12,287,4879,94,Haryana
24-02-2023,February,2023,Heels,Paragon,10,29,2797,0.4,1119,32442,48663,0.12,336,9733,71,Pune
24-02-2023,February,2023,Flats,Adidas,8,17,3909,0.15,586,9967,56479,0.12,469,7974,96,Delhi
24-02-2023,February,2023,Sandals,Paragon,7,42,1471,0.4,588,24715,37073,0.12,177,7415,85,Pune
24-02-2023,February,2023,Flats,Bata,8,21,2947,0.3,884,18564,43316,0.12,354,7426,94,Pune
24-02-2023,February,2023,Flats,Adidas,9,28,3122,0.15,468,13114,74312,0.12,375,10491,165,Mumbai
24-02-2023,February,2023,Flats,Nike,8,10,8815,0.15,1322,13223,74930,0.12,1058,10578,148,Delhi
25-02-2023,February,2023,Flats,Paragon,9,36,2212,0.4,885,31849,47773,0.12,265,9555,163,Haryana
25-02-2023,February,2023,Sandals,Adidas,6,46,2247,0.15,337,15503,87854,0.12,270,12403,106,Mumbai
25-02-2023,February,2023,Sandals,Nike,8,24,9451,0.15,1418,34025,192807,0.12,1134,27220,167,Delhi
25-02-2023,February,2023,Flats,Paragon,11,41,1874,0.4,750,30739,46108,0.12,225,9222,196,Delhi
